America’s Misguided Immigration Debate	アメリカ の 見当 違い な 移民 討論
Failure to understand and interpret the true and fundamental message of the Koran has brought only misfortune to Muslims.	事実 および コーラン の 根源 的 な 予言 の 、 理解 と 解釈 に おけ る 過ち は 、 イスラム 教 徒 に 不幸 のみ を 招い た 。
By limiting our reading to religious works and neglecting modern science, we destroyed Islamic civilization and lost our way in the world.	読書 を 宗教 的 著書 に 限り 、 現代 科学 を 無視 する こと で 、 私 たち は イスラム 教 の 文明 を 破壊 し 、 世界 の 中 に おけ る 私 たち の 道 を 見失っ た の で ある 。
The Koran says that “Allah will not change our unfortunate situation unless we make the effort to change it.”	コーラン は 「 私 たち が 変える 努力 を し なけれ ば 、 アラー は 私 たち の 不幸 な 状況 を 変え ない ( Allah will not change our unfortunate situation unless we make the effort to change it . ) 」 と 示し て いる 。
Many Muslims continue to ignore this and, instead, merely pray to Allah to save us, to bring back our lost glory.	多く の イスラム 教 徒 が これ を 無視 し 続け 、 かわり に 、 アラー に 救い を 、 失わ れ た 栄光 が 戻っ て くる こと を 祈る のみ で ある 。
But the Koran is not a talisman to be hung around the neck for protection against evil.	しかし コーラン と は 、 悪魔 から 身 を 守る ため に 首 に かける お 守り で は ない 。
Allah helps those who improve their minds.	アラー は 悔い改める 者 を 救う の で ある 。
	
Jihad or Murder?	ジハード か 殺人 か
It is remarkable that some of the most critical concepts of Muslim religious terminology have now become part of the international language of current affairs.	イスラム 教 宗教 用語 の もっとも 重大 な 概念 の 一部 が 、 時事 問題 の 国際 言語 と なっ て いる こと は 、 注目 す べき 点 で ある 。
Questions drawn from Islamic theology are discussed freely by the world public, engaging specialists and non-specialists, Muslims and non-Muslims.	イスラム 教 の 宗教 学 から 導か れ た 論点 が 、 イスラム 教 の 信者 で ある か 否 か を 問わ ず 、 世界 中 の 著名 な 専門 家 や 一般 の 人々 に よっ て 自由 に 議論 さ れ て いる 。
Theological disputation has moved far from Islam’s religious academies.	宗教 学 の 議論 の 場 が 、 イスラム 教 の 宗教 学会 から かけ離れ た 場所 へ 移動 し て いる の で ある 。
For example, the term jihad, commonly translated as “holy war,” has become nearly ubiquitous.	たとえば 、 通常 「 聖戦 」 と 翻訳 さ れる ジハード ( jihad ) と いう 用語 は 、 ほぼ 一般 的 な 言葉 と なっ た 。
Though conceived in early Muslim history as a means of spreading God’s word, Muslim scholars today distinguish between two kinds of jihad – one being an internal struggle against temptation, and the other a physical conflict against an aggressor who threatens the survival or the fundamental rights of a Muslim community.	この 用語 は 、 イスラム 教 の 歴史 の 初期 に は 神 の 教え を 広める と いう 意味 で 理解 さ れ て い た が 、 今日 の イスラム 教学 者 は 、 2 つ の 意味 の ジハード を 区別 し て いる 。 1 つ は 誘惑 に 対する 内的 葛藤 で あり 、 もう 1 つ は イスラム 教 共同 体 の 存続 あるいは 基本 的 権利 を 脅かす 侵略 者 と の 、 物理 的 対立 で ある 。
In this context, there is widespread rejection of the fundamentalists’ use of the term.	この 背景 に は 、 原理 主義 者 に よる この 用語 の 使用 に 対する 、 幅広い 反発 が ある 。
Numerous Muslim scholars have raised their voices to challenge the terrorists’ defense of suicide bombings or attacks on civilians, offering long citations from centuries of religious jurisprudence.	多く の イスラム 教学 者 が 、 過去 何 世紀 に も わたる 宗教 法学 から の 長い 引用 を 提示 し 、 テロリスト の 自爆 テロ や 市民 へ の 攻撃 に つい て の 言い訳 を 批判 する 声 を 上げ て き た 。
In itself, this approach represents a worthy expression of collective conscience in opposition to the terrorists.	この 手法 その もの は 、 テロリスト に 反対 する 総合 的 な 見解 の 、 価値 ある 表現 を 代弁 する もの で ある 。
But many among the public and in the media want more.	しかし 、 多く の 人々 や メディア が 求め て いる もの は 、 それ 以上 の もの で ある 。
Muslim intellectuals are being encouraged to press the religious argument against fundamentalist violence in order to deprive the terrorists of their most fearsome and potent arguments.	イスラム 教 の 知識 人 は 、 テロリスト から もっとも 恐ろしく 潜在 的 な 議論 の 機会 を 奪う ため に 、 原理 主義 者 の 暴力 性 に 対する 宗教 的 な 議論 を 主張 する こと を 後押し さ れ て いる 。
If Muslim scholars can somehow disprove these arguments, it is thought, then the terrorists’ ability to sustain their violent underground will be reduced.	イスラム 教学 者 が 、 何 ら か の 方法 に よっ て これ ら 潜在 的 な 議論 の 論拠 を 崩す こと が できれ ば 、 テロリスト の 暴力 的 な 地下 の 世界 を 維持 する 能力 を 減じる こと が できる と 考え られ て いる 。
Is this right?	この 考え は 正しい の だろう か 。
A quick survey of the history of religious conflict shows that theological controversies have never been resolved by theological arguments.	宗教 的 対立 の 歴史 に つい て の 簡単 な 調査 で は 、 宗教 上 の 論争 が 宗教 学 の 議論 に より 解決 さ れ た こと が 、 一 度 も ない こと が 明らか に さ れ て いる 。
Looking more closely, one finds that while these controversies were often framed in religious terms, they were not at all about religion.	より 良く 考え て みれ ば 、 宗教 用語 に より 表現 さ れる これ ら の 論争 が 、 まったく 宗教 と 無 関係 で ある こと が わかる 。
The range of opposing interpretations of religious texts is virtually unlimited, and disputes are seldom resolved by rational argument.	宗教 的 な 文句 の 、 対立 的 な 解釈 の 幅広 さ は ほぼ 無限 で あり 、 合理 的 な 議論 に より 論争 が 解決 さ れる こと は ほとんど ない 。
In earlier times, such controversies were decided by political authorities, which used military force to impose one particular point of view at the expense of all others.	過去 に は そう いっ た 論争 は 、 軍事 力 を 利用 し 、 他 の すべて の 視点 を 犠牲 に し て 特定 の 視点 を 全員 に 強要 する 、 政治 権力 に より 結論 付け られ て い た 。
Muslim history is full of such cases.	イスラム 教 の 歴史 に は この よう な 例 が 山 の よう に ある 。
Recently, when Saddam Hussein invaded Kuwait, he found scholars who raised theological arguments on his behalf.	最近 、 サダム フセイン が クウェート を 侵略 し た 際 、 彼 は 自分 の ため に 宗教 学 上 の 議論 を 提起 する 、 多く の 学者 を 発見 し た 。
The coalition confronting him had no difficulty finding religious arguments that led to precisely the opposite conclusion.	彼 と 対峙 する 連合 政権 に とっ て 、 間 逆 の 結論 に つながる 宗教 的 議論 を 見付け 出す こと は 容易い こと で あっ た 。
Today, it is clear that fundamentalists and their supporters are completely closed off to even the most elaborate theological refutation of their views, even when produced by distinguished religious authorities.	今日 、 原理 主義 者 および その 支持 者 が 、 それ が 突出 し た 宗教 的 団体 に よる もの で あっ た と し て も 、 彼 ら の 視点 に 対する もっとも 精緻 な 宗教 学 上 の 論駁 に さえ 耳 を 傾け ない こと は 明白 で ある 。
